sku_id,当前库存,采购入库日期,采购入库数量
1008493660331,1641,2021-01-24,400
1008897645942,582,2021-01-24,660
1004854904701,65,2021-01-24,200
1008372501606,373,2021-01-24,312
1009504831435,335,2021-01-24,800
1000948721022,514,2021-01-24,100
1003791736717,57,2021-01-24,720
1002871740024,229,2021-01-24,240
1003401220088,341,2021-01-24,220
1002715377509,516,2021-01-23,500
1005096022460,246,2021-01-23,400
1008558923488,692,2021-01-23,600
1003403279574,54,2021-01-23,12
1009219980635,51,2021-01-23,32
1003890641597,59,2021-01-23,50
1006455382404,345,2021-01-23,400
1002211933090,71,2021-01-23,50
1008286847862,433,2021-01-23,540
1006080698884,454,2021-01-23,360
1006481838558,348,2021-01-23,400
1000078105160,87,2021-01-23,24
1003022047421,268,2021-01-23,300
1007704245096,116,2021-01-22,30
1009457902651,161,2021-01-22,180
1000078105160,87,2021-01-22,96
1008092622823,64,2021-01-22,60
1005729586850,119,2021-01-22,70
1005600843588,54,2021-01-22,20
1009907616932,1401,2021-01-22,1200
1007471709049,320,2021-01-22,350
1004127601155,203,2021-01-22,130
1004030496175,62,2021-01-22,60
1009306502565,458,2021-01-22,300
1003128451248,163,2021-01-22,100
1000014008898,170,2021-01-22,55
1008896770413,146,2021-01-22,60
1003610993083,76,2021-01-22,80
1003745703092,228,2021-01-22,300
1001078709319,72,2021-01-22,70
1005684102194,212,2021-01-22,130
1006269976932,109,2021-01-22,100
1007997762719,571,2021-01-22,330
1003403279574,54,2021-01-22,69
1004786569076,51,2021-01-22,20
1002715377509,516,2021-01-22,36
1006569235015,1043,2021-01-21,1100
1002514002014,480,2021-01-21,480
1008964949273,139,2021-01-21,120
1002211933090,71,2021-01-21,30
1009101447535,74,2021-01-21,36
1008044784747,2419,2021-01-21,1000
1002715377509,516,2021-01-21,264
1008589106044,216,2021-01-20,220
1000374761960,198,2021-01-20,165
1007919997776,125,2021-01-20,50
1006513415422,288,2021-01-20,288
1005660087212,360,2021-01-20,360
1008885786309,180,2021-01-20,180
1009405871074,96,2021-01-20,96
1009071183588,108,2021-01-20,108
1002381185196,1440,2021-01-20,1440
1003476572576,792,2021-01-20,792
1002831891843,180,2021-01-20,180
1005844687452,576,2021-01-20,199
1001945865059,252,2021-01-20,252
1006569235015,1043,2021-01-19,1100
1006637441885,97,2021-01-19,96
1008084085349,60,2021-01-19,60
1006481838558,348,2021-01-19,200
1000067721072,71,2021-01-19,24
1006622776189,263,2021-01-19,240
1004883976050,71,2021-01-19,24
1006971615773,52,2021-01-19,50
1004598521411,139,2021-01-19,180
1009306467277,62,2021-01-19,24
1005321783107,567,2021-01-19,480
1009987408096,128,2021-01-19,352
1000779607858,1434,2021-01-19,500
1006455382404,345,2021-01-19,200
1000295403544,81,2021-01-19,36
1004091921495,104,2021-01-19,144
1001654060879,59,2021-01-19,24
1008658951561,110,2021-01-19,24
1009013865103,429,2021-01-18,450
1000948721022,514,2021-01-18,175
1008797894930,455,2021-01-18,108
1000659358333,57,2021-01-18,30
1003403279574,54,2021-01-18,48
1008885513937,54,2021-01-18,24
1001407582531,81,2021-01-18,24
1005032175197,210,2021-01-18,306
1000078105160,87,2021-01-18,24
1006152324227,52,2021-01-18,76
1009504831435,335,2021-01-17,300
1005858847421,136,2021-01-17,100
1004416608982,323,2021-01-17,240
1000598322613,74,2021-01-17,42
1003278633555,1792,2021-01-17,42
1005096022460,246,2021-01-17,200
1008743148362,80,2021-01-17,80
1008547227824,228,2021-01-17,42
1009504831435,335,2021-01-16,20
1004955077045,1650,2021-01-16,384
1003413020294,200,2021-01-16,200
1002871740024,229,2021-01-16,64
1009101447535,74,2021-01-16,72
1003278633555,1792,2021-01-16,492
1008473013018,287,2021-01-15,90
1001637715036,108,2021-01-15,64
1002988190096,81,2021-01-15,50
1003401220088,341,2021-01-15,330
1006622776189,263,2021-01-15,128
1008658951561,110,2021-01-15,48
1004751059413,133,2021-01-15,90
1005392520354,164,2021-01-15,180
1008493660331,1641,2021-01-15,1600
1000700887302,70,2021-01-15,88
1005696912245,95,2021-01-15,30
1004360598122,82,2021-01-15,240
1008316485044,1248,2021-01-14,1250
1008684245128,123,2021-01-14,200
1006965816167,60,2021-01-13,40
1008510451296,1526,2021-01-13,816
1005696912245,95,2021-01-13,150
1002208666822,337,2021-01-12,252
1006935537118,197,2021-01-12,144
1003580320765,134,2021-01-12,55
1001635406936,255,2021-01-12,240
1008044784747,2419,2021-01-12,1000
1009237549287,480,2021-01-12,480
1009829117275,248,2021-01-12,240
1008964949273,139,2021-01-11,120
1004087492402,200,2021-01-11,200
1008897645942,582,2021-01-11,10
1006080698884,454,2021-01-10,600
1002680907988,420,2021-01-10,180
1001455604922,118,2021-01-10,64
1008558923488,692,2021-01-10,360
1003567654156,127,2021-01-10,200
1006755648729,406,2021-01-10,120
1007489235214,72,2021-01-10,1200
1008286847862,433,2021-01-10,240
1006481838558,348,2021-01-10,200
1008743148362,80,2021-01-10,79
1006569235015,1043,2021-01-10,1100
1007919997776,125,2021-01-10,50
1002837290666,470,2021-01-10,360
1007733126591,508,2021-01-10,360
1008589106044,216,2021-01-08,132
1004212289853,7205,2021-01-08,2400
1002211933090,71,2021-01-08,50
1005844687452,576,2021-01-08,120
1008743148362,80,2021-01-08,1
1008547227824,228,2021-01-08,21
1008897645942,582,2021-01-08,320
1000598322613,74,2021-01-08,21
1000374761960,198,2021-01-08,110
1008372501606,373,2021-01-07,576
1008589106044,216,2021-01-07,132
1006767970959,353,2021-01-07,14
1008072925333,593,2021-01-07,100
1005844687452,576,2021-01-07,120
1006767970959,353,2021-01-06,339
1005874780715,7786,2021-01-06,1080
1004955077045,1650,2021-01-06,127
1009907616932,1401,2021-01-06,1200
1009504831435,335,2021-01-06,240
1003791736717,57,2021-01-06,240
1006965816167,60,2021-01-05,20
1005001133535,399,2021-01-03,200
1005874780715,7786,2020-12-31,2880
1006152324227,52,2020-12-31,60
1000078105160,87,2020-12-31,43
1003403279574,54,2020-12-31,60
1008885513937,54,2020-12-31,24
1008044784747,2419,2020-12-31,800
1004433786450,690,2020-12-29,630
1008863109849,121,2020-12-29,120
1008408376227,106,2020-12-29,96
1004405786575,286,2020-12-29,192
1008908965172,128,2020-12-29,120
1004751059413,133,2020-12-29,89
1007337412896,464,2020-12-29,288
1007745381933,1007,2020-12-29,432
1005887268161,773,2020-12-29,792
1005163914656,105,2020-12-29,108
1006754206771,170,2020-12-29,72
1005969737252,186,2020-12-29,72
1004532275606,284,2020-12-29,288
1002096677506,2472,2020-12-29,2016
1008473013018,287,2020-12-29,90
1006720436590,145,2020-12-29,72
1008086222416,98,2020-12-29,99
1005271976896,250,2020-12-28,224
1004431234951,575,2020-12-28,125
1001675703594,276,2020-12-28,162
1006481838558,348,2020-12-28,1
1001388683462,208,2020-12-28,54
1000033345749,85,2020-12-28,125
1004955077045,1650,2020-12-27,11
1008558923488,692,2020-12-26,600
1008286847862,433,2020-12-26,240
1006080698884,454,2020-12-26,240
1005096022460,246,2020-12-26,200
1001637715036,108,2020-12-25,48
1003403279574,54,2020-12-25,60
1006152324227,52,2020-12-25,60
1004955077045,1650,2020-12-25,693
1005684102194,212,2020-12-24,160
1001078709319,72,2020-12-24,60
1003128451248,163,2020-12-24,50
1005729586850,119,2020-12-24,20
1000020677953,472,2020-12-24,140
1008723969367,144,2020-12-24,144
1008092622823,64,2020-12-24,70
1005600843588,54,2020-12-24,20
1008896770413,146,2020-12-24,90
1009306502565,458,2020-12-24,150
1004030496175,62,2020-12-24,50
1008625332541,138,2020-12-24,750
1005001133535,399,2020-12-24,300
1007997762719,571,2020-12-24,150
1009173918142,180,2020-12-24,60
1002208666822,337,2020-12-24,360
1001155140726,258,2020-12-24,144
1000553130554,309,2020-12-23,312
1009504831435,335,2020-12-23,352
1000078105160,87,2020-12-23,48
1002715377509,516,2020-12-23,100
1006569235015,1043,2020-12-23,1100
1003278633555,1792,2020-12-23,534
1006455382404,345,2020-12-23,200
1003791736717,57,2020-12-23,264
1008885513937,54,2020-12-23,24
1002871740024,229,2020-12-23,88
1009359520218,356,2020-12-23,300
1002211933090,71,2020-12-22,50
1005271976896,250,2020-12-22,96
1002204948886,73,2020-12-22,180
1008053619185,185,2020-12-21,180
1007705521495,573,2020-12-21,252
1006070765934,209,2020-12-21,192
1009306467277,62,2020-12-21,48
1001455604922,118,2020-12-21,30
1003814006215,158,2020-12-21,150
1007181377589,544,2020-12-21,600
1007057456287,130,2020-12-21,9
1008510451296,1526,2020-12-21,1848
1003791736717,57,2020-12-21,104
1001479294784,204,2020-12-21,200
1000480072386,1286,2020-12-21,1188
1000598322613,74,2020-12-21,42
1007189603933,108,2020-12-21,96
1000728218402,106,2020-12-21,120
1003455142931,318,2020-12-21,400
1008547227824,228,2020-12-21,40
1001755485608,668,2020-12-21,160
1000700887302,70,2020-12-21,66
1009504831435,335,2020-12-21,120
1008044784747,2419,2020-12-21,2400
1004415391473,511,2020-12-21,480
1008658951561,110,2020-12-21,96
1003567654156,127,2020-12-21,200
1004290223339,413,2020-12-21,400
1002871740024,229,2020-12-21,96
1001407582531,81,2020-12-19,48
1008589106044,216,2020-12-19,165
1005844687452,576,2020-12-19,150
1008897645942,582,2020-12-19,330
1000078105160,87,2020-12-18,24
1005858847421,136,2020-12-18,240
1008580287535,51,2020-12-18,60
1002363793517,419,2020-12-18,120
1004416608982,323,2020-12-18,300
1005271976896,250,2020-12-18,320
1007919997776,125,2020-12-18,50
1003134663029,181,2020-12-18,60
1000798762846,90,2020-12-17,90
1006569235015,1043,2020-12-17,1000
1005001133535,399,2020-12-17,200
1009358683643,90,2020-12-17,90
1008897645942,582,2020-12-16,440
1003888603427,579,2020-12-16,525
1000598322613,74,2020-12-16,21
1005096022460,246,2020-12-16,200
1007885326780,147,2020-12-16,248
1000078105160,87,2020-12-16,67
1003567654156,127,2020-12-16,300
1006569235015,1043,2020-12-16,1100
1008547227824,228,2020-12-16,20
1009504831435,335,2020-12-15,120
1003791736717,57,2020-12-15,104
1002871740024,229,2020-12-15,96
1007201187477,508,2020-12-15,450
1008964949273,139,2020-12-15,178
1003278633555,1792,2020-12-15,1068
1002228681832,497,2020-12-15,450
1008134145928,963,2020-12-15,200
1008044784747,2419,2020-12-15,2000
1006569235015,1043,2020-12-14,330
1003791736717,57,2020-12-14,104
1005848534171,87,2020-12-14,96
1002211933090,71,2020-12-14,50
1002871740024,229,2020-12-14,96
1009504831435,335,2020-12-14,120
1007937599849,90,2020-12-14,120
1001155140726,258,2020-12-14,144
1008372501606,373,2020-12-14,600
1003178345694,51,2020-12-14,96
1000598322613,74,2020-12-12,42
1008885513937,54,2020-12-12,24
1003401220088,341,2020-12-12,480
1000078105160,87,2020-12-12,109
1007793475612,657,2020-12-12,500
1003791736717,57,2020-12-12,80
1003403279574,54,2020-12-12,96
1006355914511,592,2020-12-12,167
1006455382404,345,2020-12-12,200
1002715377509,516,2020-12-12,550
1009504831435,335,2020-12-12,176
1003567654156,127,2020-12-12,200
1006481838558,348,2020-12-12,500
1008797894930,455,2020-12-11,216
1009306502565,458,2020-12-10,150
1004332099922,223,2020-12-10,144
1004091921495,104,2020-12-10,48
1004786569076,51,2020-12-10,90
1005729586850,119,2020-12-10,90
1005600843588,54,2020-12-10,100
1003610993083,76,2020-12-10,200
1008092622823,64,2020-12-10,90
1007997762719,571,2020-12-10,130
1009426182412,142,2020-12-10,216
1001078709319,72,2020-12-10,90
1008896770413,146,2020-12-10,130
1002158018652,103,2020-12-10,70
1004030496175,62,2020-12-10,70
1005684102194,212,2020-12-10,90
1000524404967,150,2020-12-10,200
1003142184298,276,2020-12-10,336
1007704245096,116,2020-12-10,130
1003128451248,163,2020-12-10,100
1005032175197,210,2020-12-10,216
1000020677953,472,2020-12-10,90
1009843775826,97,2020-12-10,96
1009907616932,1401,2020-12-10,1200
1001557138873,324,2020-12-10,144
1005887268161,773,2020-12-09,216
1000467890987,754,2020-12-09,2525
1006038617699,64,2020-12-09,72
1006050977483,114,2020-12-09,144
1002096677506,2472,2020-12-09,1512
1007337412896,464,2020-12-09,288
1001158888760,180,2020-12-08,144
1004043773820,197,2020-12-08,223
1006245334495,271,2020-12-08,402
1009471626644,262,2020-12-08,144
1000899748379,229,2020-12-08,216
1008684785148,171,2020-12-08,300
1008473013018,287,2020-12-07,63
1009738124405,1186,2020-12-04,418
1001557138873,324,2020-12-04,180
1007826472061,709,2020-12-04,260
1001758311153,487,2020-12-04,208
1000963456009,65,2020-12-04,192
1002871740024,229,2020-12-04,100
1002736075829,132,2020-12-04,192
1000134689746,183,2020-12-04,52
1003503169665,144,2020-12-04,300
1007057456287,130,2020-12-04,18
1003791736717,57,2020-12-04,300
1009504831435,335,2020-12-04,600
1007259610177,227,2020-12-04,300
1006916718446,129,2020-12-04,800
1008480263833,148,2020-12-04,504
1002895933852,272,2020-12-03,360
1000894015150,116,2020-12-03,180
1005874780715,7786,2020-12-03,432
1008501184867,61,2020-12-03,48
1007201187477,508,2020-12-03,30
1000736272040,179,2020-12-03,270
1002228681832,497,2020-12-03,30
1006273931054,279,2020-12-03,312
1009471626644,262,2020-12-03,144
1006997215673,340,2020-12-03,360
1006422645154,326,2020-12-03,360
1007108628538,58,2020-12-03,72
1001635406936,255,2020-12-03,240
1005867226553,312,2020-12-03,300
1006016722104,89,2020-12-03,96
1009472584923,102,2020-12-03,162
1009829117275,248,2020-12-03,120
1006355914511,592,2020-12-02,70
1006481838558,348,2020-12-02,210
1008897645942,582,2020-12-02,330
1004542821728,120,2020-12-02,192
1007745381933,1007,2020-12-01,432
1000659358333,57,2020-11-30,30
1009801146872,61,2020-11-30,48
1008063931794,60,2020-11-30,48
1008053619185,185,2020-11-30,90
1000374761960,198,2020-11-30,10
1000893001059,97,2020-11-30,96
1006971615773,52,2020-11-30,50
1003603417227,115,2020-11-30,120
1004091921495,104,2020-11-30,96
1002295372303,74,2020-11-30,96
1001692282312,183,2020-11-30,96
1003121308496,57,2020-11-30,96
1004737526435,248,2020-11-30,240
1003949474495,560,2020-11-28,330
1004416608982,323,2020-11-28,480
1003432188044,1465,2020-11-27,2200
1003618386316,338,2020-11-27,1000
1000500883256,1678,2020-11-27,2800
1009434331642,2150,2020-11-27,2300
1007189603933,108,2020-11-26,48
1001637715036,108,2020-11-26,16
1003708086429,234,2020-11-26,300
1009101447535,74,2020-11-26,1077
1005271976896,250,2020-11-26,608
1000598322613,74,2020-11-26,21
1000033345749,85,2020-11-26,150
1000374761960,198,2020-11-26,20
1000728218402,106,2020-11-26,96
1005858847421,136,2020-11-26,360
1002252863975,96,2020-11-26,48
1005874780715,7786,2020-11-26,1440
1004598521411,139,2020-11-25,144
1008897645942,582,2020-11-25,330
1007460529403,78,2020-11-25,144
1006569235015,1043,2020-11-25,1100
1004412944552,335,2020-11-25,13
1005792556626,283,2020-11-25,370
1006510009019,163,2020-11-25,400
1009987408096,128,2020-11-25,608
1003580320765,134,2020-11-25,55
1008115830931,307,2020-11-24,320
1009742239476,96,2020-11-24,256
1007299185542,143,2020-11-24,240
1003178345694,51,2020-11-24,48
1005263507866,104,2020-11-24,144
1002881003672,60,2020-11-24,72
1008510451296,1526,2020-11-24,2328
1009907616932,1401,2020-11-24,840
1000053228605,130,2020-11-22,144
1000078105160,87,2020-11-22,7
1007539362873,497,2020-11-22,3160
1001042432874,2901,2020-11-22,5400
1000078105160,87,2020-11-21,41
1006965816167,60,2020-11-21,40
1004854904701,65,2020-11-21,240
1005001133535,399,2020-11-21,300
1008671917221,123,2020-11-20,288
1001390221048,111,2020-11-20,300
1005969737252,186,2020-11-20,144
1004212289853,7205,2020-11-20,2400
1001957292005,113,2020-11-20,210
1009483946210,106,2020-11-20,540
1008063931794,60,2020-11-20,48
1000924823282,52,2020-11-20,90
1004091921495,104,2020-11-20,96
1003017465972,1385,2020-11-20,1440
1004055930705,268,2020-11-20,288
1004135464695,71,2020-11-20,96
1004036589072,324,2020-11-20,300
1008407949604,97,2020-11-20,144
1002552101552,436,2020-11-20,10
1003549029773,2160,2020-11-20,2160
1008604745572,147,2020-11-20,150
1006567539994,291,2020-11-20,1110
1009907616932,1401,2020-11-20,600
1000653593760,76,2020-11-20,96
1000077770024,181,2020-11-20,510
1007653481564,64,2020-11-20,96
1004683460265,52,2020-11-19,52
1005887268161,773,2020-11-19,504
1003791736717,57,2020-11-19,88
1008044784747,2419,2020-11-19,1200
1007337412896,464,2020-11-19,504
1000334292000,2541,2020-11-19,1000
1002514002014,480,2020-11-19,276
1009504831435,335,2020-11-19,88
1000598322613,74,2020-11-19,21
1002096677506,2472,2020-11-19,2016
1002298750196,80,2020-11-19,204
1005874780715,7786,2020-11-19,6048
1002871740024,229,2020-11-19,88
1009359520218,356,2020-11-18,500
1001407582531,81,2020-11-18,96
1003403279574,54,2020-11-18,84
1005844687452,576,2020-11-18,200
1007232320108,55,2020-11-18,120
1000374761960,198,2020-11-18,200
1009787632538,146,2020-11-18,192
1001027488220,56,2020-11-18,96
1008470271573,630,2020-11-18,864
1006799853771,611,2020-11-18,1152
1006372033754,728,2020-11-18,1020
1006569235015,1043,2020-11-18,1650
1008797894930,455,2020-11-18,108
1008589106044,216,2020-11-18,220
1003923363744,681,2020-11-18,864
1001542697717,66,2020-11-18,240
1009087039466,929,2020-11-18,1152
1004412944552,335,2020-11-18,12
1007937599849,90,2020-11-18,180
1000948721022,514,2020-11-17,100
1003814006215,158,2020-11-17,124
1009013865103,429,2020-11-17,510
1003134663029,181,2020-11-17,60
1000374761960,198,2020-11-17,10
1007057456287,130,2020-11-17,25
1007856046918,494,2020-11-17,600
1002363793517,419,2020-11-17,118
1008580287535,51,2020-11-17,60
1003401220088,341,2020-11-16,620
1003786134727,180,2020-11-16,225
1008578523438,348,2020-11-16,360
1003210684777,77,2020-11-16,96
1003278633555,1792,2020-11-16,1068
1004415391473,511,2020-11-16,420
1006935537118,197,2020-11-16,96
1000038534596,236,2020-11-16,510
1007393920748,75,2020-11-16,100
1002208666822,337,2020-11-16,360
1008952055843,119,2020-11-16,108
1009179392346,294,2020-11-16,144
1001029536539,241,2020-11-16,304
1000374761960,198,2020-11-15,100
1000078105160,87,2020-11-15,48
1007057456287,130,2020-11-15,45
1003022047421,268,2020-11-15,525
1009101447535,74,2020-11-15,469
1008897645942,582,2020-11-15,440
1003949474495,560,2020-11-15,770
1002715377509,516,2020-11-15,50
1006455382404,345,2020-11-15,525
1003890641597,59,2020-11-15,105
1008296348604,119,2020-11-15,46
1004412944552,335,2020-11-15,27
1006692240358,69,2020-11-15,100
1003888603427,579,2020-11-15,700
1008897645942,582,2020-11-14,230
1008493660331,1641,2020-11-14,1000
1008589106044,216,2020-11-14,132
1005844687452,576,2020-11-14,120
1003580320765,134,2020-11-14,55
1004431234951,575,2020-11-13,400
1002211933090,71,2020-11-13,100
1004412944552,335,2020-11-13,37
1003403279574,54,2020-11-13,169
1006755648729,406,2020-11-13,180
1008897645942,582,2020-11-13,320
1003580320765,134,2020-11-13,55
1002988190096,81,2020-11-13,250
1000033345749,85,2020-11-13,150
1008473013018,287,2020-11-13,90
1009919255995,188,2020-11-12,400
1004332099922,223,2020-11-12,240
1005282270806,459,2020-11-12,400
1002252863975,96,2020-11-12,96
1007745381933,1007,2020-11-12,504
1001553081831,89,2020-11-12,384
1001610715558,186,2020-11-12,144
1005969737252,186,2020-11-12,108
1007856046918,494,2020-11-12,130
1004055930705,268,2020-11-12,72
1006754206771,170,2020-11-12,252
1000295403544,81,2020-11-12,180
1001075898768,96,2020-11-12,60
1001750751337,777,2020-11-11,900
1000700887302,70,2020-11-11,178
1002514002014,480,2020-11-11,480
1008965088675,300,2020-11-11,300
1008473013018,287,2020-11-11,90
1004508470294,300,2020-11-11,300
1006786859504,96,2020-11-11,95
1006637441885,97,2020-11-11,120
1000416875042,103,2020-11-11,144
1000899968681,300,2020-11-11,612
1004746795939,118,2020-11-11,180
1007904293580,677,2020-11-11,576
1004433786450,690,2020-11-11,504
1005392520354,164,2020-11-11,240
1005084391805,140,2020-11-10,420
1005329485377,74,2020-11-10,96
1000496825786,171,2020-11-10,192
1000186207916,89,2020-11-10,182
1005433576928,207,2020-11-10,999
1008753242782,624,2020-11-10,576
1004508894477,173,2020-11-10,20
1000083172310,226,2020-11-10,400
1008296348604,119,2020-11-10,73
1007826472061,709,2020-11-10,1688
1009738124405,1186,2020-11-10,660
1000675390091,556,2020-11-10,155
1006755648729,406,2020-11-10,990
1000078105160,87,2020-11-10,215
1003401220088,341,2020-11-10,799
1009219980635,51,2020-11-10,15
1001761704255,107,2020-11-10,364
1000847797616,60,2020-11-10,160
1000948721022,514,2020-11-10,100
1003455142931,318,2020-11-10,305
1000736203158,314,2020-11-10,100
1001584364217,310,2020-11-10,144
1006152324227,52,2020-11-10,600
1000547101773,75,2020-11-10,120
1000670565131,53,2020-11-10,150
1003982734757,220,2020-11-10,576
1007057456287,130,2020-11-10,33
1004873907828,856,2020-11-10,576
1004412944552,335,2020-11-10,146
1009370974949,524,2020-11-09,600
1007705521495,573,2020-11-09,288
1003401220088,341,2020-11-09,1
1007878813318,272,2020-11-09,624
1004246753879,557,2020-11-09,600
1009219980635,51,2020-11-09,48
1002785587551,220,2020-11-09,504
1003436920785,64,2020-11-09,120
1000480072386,1286,2020-11-09,216
1000675390091,556,2020-11-09,405
1005120264124,338,2020-11-09,429
1008885513937,54,2020-11-09,108
1004431234951,575,2020-11-09,150
1005433576928,207,2020-11-09,1
1008395428325,167,2020-11-09,112
1006196878343,312,2020-11-09,384
1000078105160,87,2020-11-09,216
1001382172223,92,2020-11-09,56
1003403279574,54,2020-11-09,300
1004412944552,335,2020-11-09,89
1003888603427,579,2020-11-08,500
1003949474495,560,2020-11-08,220
1000675390091,556,2020-11-08,99
